,EXH1.DE,EXV6.DE,EXV7.DE,EXH3.DE,EXH9.DE,IOGP.L,WNRG.L,XDW0.DE,IESU.L,GDIG.L,ISAG.L,GDX.L,GJGB.L,SPGP.L,IAUP.L,EXXY.DE,XDBC.DE,CMFP.L,CMOD.L,EQNR.OL,AKRBP.OL,DNO.OL,SUBC.OL,TGS.OL,BORR.OL,SHEL.L,BP.L,TTE.PA,NESTE.HE,CNA.L,ENGI.PA,RWE.DE,EOAN.DE,FORTUM.HE,ORSTED.CO,XOM,CVX,COP,FANG,DVN,EOG,OXY,APA,EQT,AR,RRC,CNX,LNG,SLB,HAL,BKR,CNQ.TO,SU.TO,CVE.TO,TOU.TO,ARX.TO,BIR.TO,PEY.TO,WCP.TO,VET.TO,NEM,AEM,B,GFI,AU,KGC,HMY,FNV,WPM,RGLD,PAAS,SSRM,IAG,BTG,EDV.TO,K.TO,ELD.TO,EQX.TO,LUG.TO,FRES.L,HOC.L,ANTO.L,GLEN.L,RIO.L,AAL.L,BHP.L,FCX,SCCO,TECK-B.TO,FM.TO,HBM.TO,LUN.TO,IVN.TO,ERO.TO,CS.TO,NEXA,BOL.ST,ATYM.L,CAML.L,AA,CENX,KALU,CSTM,VALE,ERA.PA,OUT1V.HE,SBSW,FXPO.L,MT.AS,SSAB-B.ST,STLD,CIA.TO,LIF.TO,BTU,HCC,CNR,ARLP,NC,MPE.L,RE.L,ADM,BG,CCJ,CCO.TO,NXE,UEC,DNN,UUUU,URG,PDN.AX,U-UN.TO,BWXT,LEU,CCL,AFM.V,SIP.BR,LOTB.BR,AI.PA,HEI.DE,NHY.OL,CLF,HSY,BARN.SW,NESN.SW,FRO.OL,OET.OL,DHT,NAT,HAFNI.OL,TRMD-A.CO,TNK,SBLK,GNK,PANL,2020.OL
2020-10,21.1145,46.4338,128.842,85.8311,41.8867,9.82148,21.4992,21.0027,3.13929,29.0364,42.5239,50.5517,57.0569,20.6449,20.5246,23.4525,21.7724,17.0996,19.3993,11.7203,12.4056,0.342607,6.80536,8.77069,0.98814,15.9938,3.25478,27.4739,56.7206,0.616586,10.085,40.8443,10.4735,15.9911,198.669,32.7273,69.0889,29.9937,26.1923,8.61258,33.6593,10.8745,9.10887,18.0784,4.36011,8.07808,12.4391,58.404,16.8302,13.9042,16.3011,7.44239,11.3315,3.67024,11.2185,5.30212,1.43254,1.91916,1.7032,2.75883,67.92,88.6263,29.1247,11.4161,25.0338,9.22136,5.80316,166.111,55.4475,142.546,36.7796,22.5907,4.70636,6.61299,25.4256,9.19572,15.9941,13.6487,8.3042,19.2703,3.25442,17.0659,2.5817,72.0264,29.2858,24.6471,20.6641,49.3779,15.6158,14.5587,5.71615,6.51991,5.0466,16.806,1.60836,6.82822,27.8793,2.90171,2.7812,15.7441,8.4381,66.0028,11.2978,7.59529,30.8085,2.51105,11.4494,3.15092,15.9427,2.42547,36.8261,2.68496,13.647,1.57758,17.243,4.47231,2.39518,21.4777,9.60614,0.921612,50.1807,61.9086,11.9737,11.9709,2.14159,1.10285,0.448835,1.9364,0.589898,1.14801,3.85237,65.8518,12.452,17.3035,0.164503,52.2768,4802.94,126.207,61.3308,2.50248,10.6182,152.275,2376.5,120.183,6.75202,4.55807,3.99798,2.32585,1.78049,7.40458,10.402,4.28618,5.39093,2.58661,6.10898
2020-11,28.4517,56.1096,148.082,96.4592,47.5455,13.3129,28.4832,27.7489,4.18696,31.6077,48.722,46.3096,52.9037,18.9761,19.0037,24.4492,23.8317,17.8855,20.1827,14.7285,18.4384,0.563202,9.8727,13.4565,1.9825,21.6982,4.22454,39.1056,73.1641,0.753774,12.3233,45.8284,10.8932,19.5079,225.854,39.2023,87.9932,41.4841,40.8146,13.501,46.113,18.7828,14.1548,17.7788,5.03003,8.96748,12.0746,69.2071,23.4347,19.1386,20.9125,10.6749,16.0702,5.5635,12.06,5.34179,1.58622,1.94903,2.82949,4.48354,63.6139,74.0714,25.3284,9.10296,23.4578,8.30082,4.97887,161.94,47.2379,132.621,34.2484,22.4824,4.32428,5.73339,24.4563,8.26965,14.9888,12.629,8.82932,17.9737,3.23993,21.4066,3.61418,82.3251,36.8715,28.9423,27.891,56.5572,18.7806,17.9856,8.02335,8.62775,6.00933,22.021,1.9471,8.89905,35.5606,3.65553,3.69322,24.2647,13.0242,81.8377,16.2193,10.4688,50.6822,3.08566,12.9041,3.61584,21.5456,2.49961,42.3853,3.68244,15.0347,1.65197,20.0371,6.24617,3.34934,29.7089,11.0053,1.13762,54.4352,64.8392,12.6999,12.6822,2.29687,1.36016,0.487605,2.66899,0.692912,1.39374,3.96339,68.36,19.2347,25.2323,0.209017,61.4692,5220.44,142.006,76.2637,3.78145,14.1277,164.809,2487.12,119.765,7.82275,5.15223,4.41,2.5512,1.92348,8.26809,12.8477,5.6428,6.31411,2.55911,7.25133
2020-12,30.5512,63.9661,154.683,102.331,50.3607,13.8484,29.1614,28.4833,4.27239,35.9687,50.6055,49.8235,59.962,20.283,20.3255,25.2414,25.5505,18.7452,21.029,15.73,20.4365,0.665289,10.6092,14.9361,2.20992,22.6274,4.43973,39.5524,79.0843,0.813219,12.8029,46.7708,11.1667,20.5403,256.53,42.3394,85.1576,41.8956,49.3886,15.3505,49.008,20.6214,15.5677,15.1718,6.9867,8.22268,13.8452,73.2157,24.7326,21.8404,23.2701,11.3627,16.9763,6.81056,11.7355,5.11423,1.39688,2.03839,3.57894,4.97223,65.1446,79.2146,24.9109,9.67911,24.4632,8.52531,5.5295,152.714,50.3285,127.566,39.9864,24.5353,4.7048,5.79003,24.0573,8.49398,16.8667,13.187,8.53628,19.7024,3.23516,25.1277,4.06025,95.1544,41.2524,33.5034,30.9979,61.9764,21.553,22.6833,8.84669,9.59467,6.89708,20.5304,2.39287,10.8764,36.352,4.10035,4.17228,28.0791,14.1401,103.695,17.9347,12.0393,61.1239,3.97305,15.3218,4.91872,27.2019,2.87204,43.4157,3.98811,19.9835,2.94629,24.4999,8.5052,3.33132,29.1817,11.5028,1.01786,55.0833,72.1372,16.9679,16.9328,3.53822,2.25625,0.833276,5.46116,1.02557,2.41135,4.93654,72.3781,29.6518,27.3282,0.318928,55.6277,5539.24,142.164,80.4912,4.32509,18.6654,169.597,2748.49,126.463,7.80079,5.28356,4.50931,2.38698,2.24307,8.60332,12.1409,6.06322,6.15758,2.6826,7.27377
2021-01,30.0873,63.9964,149.281,96.6297,48.8619,14.4376,30.0081,29.2313,4.4659,35.0089,52.1591,47.704,55.6816,19.3158,19.3714,26.1384,26.0423,19.2852,21.6707,17.0733,20.5811,0.672,9.87336,13.1168,2.37514,23.3578,4.73672,39.1558,76.5631,0.904761,12.8834,47.1468,10.5696,20.4778,236.66,45.8626,85.55,41.7599,57.6029,15.9139,50.1782,23.7963,15.6225,19.3866,8.85914,11.2552,16.1737,76.9134,25.0565,20.2866,22.3269,10.6646,16.9025,6.59362,12.383,5.00624,1.69408,2.44892,3.36174,4.87176,64.5546,78.1407,24.3589,9.70049,25.2642,8.07283,5.23548,144.787,49.3109,127.993,37.4518,21.382,4.31468,5.0963,22.2969,8.07071,14.2582,12.1598,7.93998,17.249,3.58532,24.9761,4.2992,97.3478,41.1259,35.0532,31.9224,62.9364,21.6602,21.0133,7.1834,9.61949,6.1049,18.6544,2.64779,9.69563,33.4752,4.75196,3.82944,21.8344,12.4462,91.1699,15.7396,11.5519,62.2101,4.66475,14.2776,4.91988,25.5458,3.45224,40.1832,4.29865,19.3966,4.66245,26.3415,9.5381,3.72445,26.4837,11.1247,0.975411,54.4147,71.6783,15.6603,15.7026,3.58706,2.08075,0.842512,4.85082,1.02123,2.57798,4.39632,64.4674,25.9264,23.4559,0.373836,58.1475,5798.65,140.49,78.8434,4.20249,19.582,161.24,2574.88,119.593,7.298,5.50577,4.61041,2.38492,2.07595,8.1659,11.255,7.25462,6.58969,2.68088,7.79783
2021-02,31.6761,71.3075,146.934,93.1761,45.6063,17.1648,34.1137,33.347,5.33123,36.9512,56.3441,42.366,49.4392,17.2387,17.3044,27.5728,27.7997,20.2983,22.8811,17.3928,21.0477,0.769615,10.6471,15.0642,2.9033,25.497,5.14572,42.5956,70.7719,0.93185,12.0136,41.2188,10.1201,20.9712,200.269,56.2464,101.276,54.4577,70.0124,20.712,63.2235,31.3944,21.4673,21.0306,11.4262,11.7166,16.0094,81.3986,31.4625,24.9827,27.28,12.7806,19.9179,8.20591,15.7006,6.4384,2.32346,4.12425,4.17576,6.916,58.58,62.5338,20.3132,8.46886,21.378,7.16618,4.4347,129.144,42.6777,123.521,37.9655,17.1454,3.77066,4.47466,20.0705,7.13075,13.2112,10.4616,7.9431,16.0655,3.38773,31.4694,5.12698,108.928,47.744,39.9767,40.0072,67.8022,24.5095,26.9923,8.96635,12.2632,7.82358,22.3744,3.85697,10.5814,40.2044,5.82756,4.24032,29.6176,17.4314,119.329,16.8093,12.0226,84.9489,4.85066,17.523,5.90705,27.113,3.50911,48.489,4.49358,22.1539,5.20611,21.8716,12.6288,4.40377,27.4054,10.5394,1.02575,61.6563,83.9745,19.6381,19.6597,4.44354,2.69151,1.33306,6.58913,1.43463,3.9107,4.93334,68.9798,29.8225,33.4242,0.470165,57.5819,6160.35,128.37,83.6921,5.08232,16.9362,161.452,2497.8,110.784,8.21483,6.27865,4.80317,2.37995,2.30139,9.42872,13.7491,9.57482,8.69975,2.90143,8.29979
2021-03,31.6427,69.1688,156.155,96.7689,47.0698,17.9675,34.8886,33.9557,5.47187,36.6819,57.8766,43.5493,48.0554,17.867,17.9202,26.5793,26.2157,19.587,22.0835,17.9336,22.8217,0.891693,10.1859,15.19,2.48775,24.4484,5.09239,43.2812,57.2053,0.937,11.6024,42.3801,11.4597,22.243,199.47,57.3505,105.38,55.0728,74.1623,21.1194,70.5289,31.1958,19.3392,21.81,12.8587,12.4669,18.5316,86.3672,30.4353,24.4343,23.9123,14.5108,20.9208,8.25583,16.3582,6.5886,2.04955,3.70354,4.07127,7.94037,65.0985,64.2501,21.3912,9.97748,23.875,7.65544,5.06578,150.478,45.4621,127.639,34.2848,17.1934,3.75675,4.42122,20.7885,7.59929,13.4891,9.96773,7.63503,14.9502,3.02163,29.2365,4.91244,95.7919,47.9753,36.1637,38.5777,64.0595,22.3512,23.6207,8.49272,10.9574,6.46268,21.6055,4.13532,11.6629,37.3349,5.37297,4.31024,38.9209,22.2631,114.751,18.5316,12.8399,80.8115,5.71314,17.7247,6.47534,33.2614,4.27929,59.087,4.4349,23.1682,3.67875,19.4067,11.2755,4.24117,27.4339,12.0992,1.01812,61.6771,86.3128,20.683,20.5622,4.57617,3.60547,1.37411,7.16051,1.38672,3.54906,5.44384,78.1314,29.9027,32.9286,0.430597,55.4591,6362.95,138.263,95.458,5.83363,25.3517,174.086,2595.96,117.628,8.82939,7.20309,5.06854,2.60074,2.40945,10.3627,15.073,9.91263,8.30717,3.02962,10.5149
2021-04,31.3038,73.5513,161.73,104.495,48.4109,17.7616,34.7855,34.2087,5.55839,38.9867,59.0428,45.7888,51.3881,19.143,18.9495,28.765,29.0258,21.2147,23.679,18.8255,23.2562,0.965868,10.6291,14.6412,2.45664,23.7633,5.27192,41.1123,65.3571,0.987209,12.1645,42.1226,11.8783,23.0305,180.239,58.3196,102.806,52.7367,81.8054,22.414,71.4225,29.4769,21.4635,22.2377,11.2784,11.7548,16.7801,92.2178,30.0318,22.0894,22.0382,14.21,21.349,8.53432,18.4934,6.72703,2.49828,3.79772,4.05731,8.08784,66.8605,68.8302,22.7706,9.78144,22.1821,8.01423,5.32122,165.869,48.7616,131.586,36.0323,18.9401,3.91368,4.88373,21.4154,8.00814,12.2962,10.0828,9.43105,14.3462,2.88806,32.4958,5.13674,105.576,52.1635,37.9713,43.915,64.979,24.6282,28.4961,9.24398,12.8323,8.83072,24.7199,5.59177,11.6694,40.2616,5.67913,4.82656,43.5345,19.5809,124.886,19.3933,14.7429,82.1033,6.41927,18.3579,7.63611,33.5992,4.4415,62.6001,5.69659,26.8079,4.4119,17.8102,10.102,3.97451,25.2254,12.7751,0.933377,67.7532,91.171,20.7614,20.786,4.75143,3.62609,1.3379,6.88957,1.43793,3.98723,5.46954,78.6462,28.6211,34.4076,0.52192,58.3861,6557.24,142.691,96.3706,5.86768,22.3317,179.37,2517.54,128.169,9.31773,8.31128,5.00179,2.62716,2.55944,10.0351,14.4231,12.4773,12.539,3.67057,14.104
2021-05,31.7688,75.095,165.389,107.366,48.7747,18.7863,36.1896,35.194,5.72108,41.5359,59.4229,51.726,57.2547,21.1341,21.1432,29.259,30.4536,21.7586,24.3636,19.4759,23.3155,0.844855,9.90099,12.7534,2.17156,23.6202,5.37117,42.1995,69.7,0.960194,12.4153,41.0857,12.229,24.5006,183.842,59.8574,103.958,57.4669,79.9069,25.2601,77.301,29.9344,22.1445,24.1167,16.014,16.1026,16.8947,100.194,34.5069,25.1515,26.7551,16.268,22.9764,9.07311,20.7079,8.15207,2.85824,4.10803,4.65883,8.36993,78.0938,,25.8396,12.5278,25.4167,9.14758,5.9998,176.805,56.3854,144.438,37.8687,22.0422,4.49036,5.14769,24.6066,9.08315,14.615,11.6296,9.62143,15.7638,3.07197,27.1254,5.63952,106.234,53.7061,37.2058,49.3537,65.3639,28.0321,30.1234,9.20941,11.1793,9.13034,28.7775,5.59734,11.9684,41.265,6.27032,4.76123,46.7597,16.8823,133.066,22.1541,15.6434,81.327,5.41092,17.9775,7.86033,37.1595,4.20107,71.5058,5.45249,29.2252,7.84278,20.4585,17.5094,4.36195,27.9062,13.0381,0.892682,71.2239,93.5396,24.468,24.0942,5.7556,3.88255,1.55054,8.0504,1.81103,4.73411,5.76166,73.1526,27.3515,36.0872,0.63487,57.1112,6880.84,144.022,96.8752,6.00283,24.9575,188.299,2574.73,130.552,10.1838,9.04464,5.41932,2.74012,2.44796,10.2181,16.0369,13.1639,12.8541,3.8528,12.92
2021-06,31.5819,70.4117,162.568,106.871,46.2905,19.8363,36.7536,35.984,5.91624,37.9274,56.0983,44.097,48.708,18.1826,18.1034,29.0505,29.599,21.683,24.0241,19.1191,25.3839,0.929561,9.77191,12.0287,2.01989,24.5638,5.34519,41.7807,64.5989,0.874334,11.4211,39.3716,11.6709,23.6504,169.592,64.092,103.943,62.2088,92.8363,27.8278,79.5447,35.7376,22.8161,25.474,18.4721,19.7194,16.7883,101.423,35.0712,25.7152,24.8465,16.8575,23.6329,10.3104,24.1658,8.98953,4.05786,5.76678,4.54588,9.37473,67.2397,65.8191,21.9869,9.12233,19.6843,7.13156,4.29714,170.198,51.2709,131.928,31.8653,18.3544,3.62559,4.24915,21.6847,7.10926,12.1367,8.50141,8.01726,13.1066,2.32544,24.3843,5.25095,100.801,47.8157,36.1042,42.478,59.7291,26.36,27.9731,8.08651,9.44793,8.87342,25.7874,5.33397,9.72843,39.4646,5.20679,4.02945,43.0242,15.842,125.829,23.2898,16.7487,72.7286,5.78267,16.1866,7.26192,34.8745,3.7845,67.9372,5.1953,30.2309,9.29423,19.0517,20.888,5.22821,28.1355,12.2032,0.876165,64.2783,83.4235,23.2837,23.269,5.03895,3.26918,1.46253,7.43553,1.72062,4.75567,5.4232,67.3567,31.1924,31.8844,0.572549,57.1575,6712.64,147.918,90.8025,5.83256,26.4975,187.784,2604.9,131.593,10.6717,9.17652,5.44494,2.57305,2.37525,9.84909,15.2444,15.3425,15.2185,4.73161,13.6102
2021-07,29.8243,74.8265,166.963,106.55,46.8187,17.8271,34.4189,33.5824,5.40719,39.3634,55.7074,45.3659,47.72,18.7496,18.7934,29.8664,30.5051,22.3889,24.8326,17.498,21.5987,0.751087,8.10429,10.8653,1.85416,24.4933,4.90552,39.8804,64.3287,0.772265,11.0376,38.3676,12.3156,23.4495,178.096,58.2135,100.552,57.4264,75.8993,24.5162,70.3744,29.6862,19.7116,20.9445,16.6346,17.8335,14.7999,98.8312,31.4359,22.8912,22.9652,15.3007,19.3948,8.9783,23.0476,7.9801,3.64642,4.95378,4.19232,7.68198,66.3265,70.0876,23.035,10.0171,21.14,7.33213,4.70079,186.71,53.4337,140.203,31.1578,19.0516,3.35137,4.20871,24.0105,7.3312,11.4049,8.50274,8.6415,13.8928,2.33667,25.3768,5.4881,103.337,53.0888,39.3775,43.4937,60.6631,26.0874,25.9548,8.66437,9.5325,9.10816,24.6983,5.49834,9.32858,39.7733,5.12838,4.14637,46.6654,17.8088,124.147,23.0805,15.3605,88.2987,6.82212,16.7157,8.15847,39.3272,4.39571,73.114,5.83128,31.6775,13.6588,20.581,23.6468,5.72999,26.9578,12.0458,0.986371,63.0416,82.4717,21.505,21.5596,5.18607,2.65419,1.34544,6.42143,1.38214,4.83982,11.3606,66.2384,28.3644,26.0619,0.672025,56.064,6870.83,145.714,93.148,6.03371,30.5782,191.928,2816.8,132.763,9.40249,7.58861,4.84276,2.03765,2.22382,9.47282,13.3092,12.661,14.0787,4.41817,13.073
2021-08,30.3498,72.3217,169.213,104.934,48.4323,17.7049,34.0061,33.1762,5.31177,36.7159,56.4287,42.2086,44.4761,17.3756,17.4028,29.6412,30.2387,22.3388,24.6898,19.1476,20.8254,0.717591,7.67449,10.4995,1.91612,23.9988,4.97532,40.2557,63.4678,0.87158,11.8054,41.966,13.1661,25.7436,189.953,55.8485,96.6632,56.7662,76.1915,27.9783,65.0821,29.1596,20.4368,20.8331,16.7467,17.0839,13.8661,101.565,30.6469,22.1201,24.7901,15.271,18.311,8.88729,22.4701,7.49619,4.13737,4.51806,3.92077,7.09696,61.1007,62.5831,21.436,9.65036,18.0376,6.74867,4.32496,169.943,52.2204,128.181,28.8537,19.5772,2.90505,3.89932,24.5217,6.73717,10.647,8.75396,8.63273,14.3227,2.25989,24.4174,5.48474,90.0915,50.4685,37.7778,41.4559,58.5167,25.648,25.1288,7.38849,8.41639,9.85477,23.1365,5.37269,9.16613,35.4035,5.36685,4.17868,51.4639,15.6482,128.554,24.6807,13.9068,89.411,6.61414,15.7684,6.38077,37.7102,4.06914,76.4048,4.50631,27.67,18.601,24.6957,25.6422,6.31898,26.9391,11.9974,0.957379,63.582,80.8044,22.3288,22.2897,5.74906,3.06373,1.55017,6.60349,1.58679,4.53887,11.0745,66.3522,35.2878,28.9995,0.629905,60.6484,7660.74,149.713,90.9426,6.24659,28.6477,191.229,2819.88,131.815,8.27316,7.75321,4.62446,1.84647,2.1545,8.49932,12.0218,15.8598,15.6899,4.62026,15.9173
2021-09,32.9687,65.8155,158.514,100.729,43.4092,21.2237,37.5111,36.4717,5.83154,33.9597,56.0446,38.4911,40.1572,15.8741,15.9588,31.0133,31.3099,23.2453,25.8068,22.7547,25.7906,0.894986,8.69414,9.95598,2.04179,26.9969,5.54816,44.476,59.1441,0.925161,10.8245,38,12.2084,25.8084,157.951,60.0901,101.064,69.091,93.2527,34.1179,77.1622,33.4975,22.4217,23.191,22.8974,26.3722,15.3623,113.115,32.3079,23.871,26.8393,16.8793,20.3061,10.7047,29.6892,9.79288,5.27053,6.56214,5.02066,10.4046,57.6014,56.2612,19.2263,8.37472,16.8408,5.99251,3.59437,151.281,43.4531,109.987,25.8137,17.0208,2.7511,3.45711,22.6194,5.94244,9.30163,7.94666,7.02127,12.7523,1.93711,22.2288,5.73741,80.0351,41.9651,30.7672,36.9582,52.3443,28.0705,22.108,7.46421,7.54554,7.73114,21.4372,4.7055,8.35023,32.4895,5.14079,3.60391,56.6108,16.3727,110.639,22.8609,11.2098,83.866,5.83722,12.5353,5.34067,34.465,3.6543,66.3041,3.58893,23.0228,17.1692,25.5968,29.146,7.91008,32.1833,13.0278,0.952038,63.4203,86.5568,26.128,25.946,5.75784,3.71277,1.78943,8.54546,2.09376,6.03075,13.5534,62.059,47.0609,29.9632,0.621062,58.9019,7201.01,134.03,78.506,6.72382,24.1147,181.642,2507.72,125.666,10.592,8.46202,5.44592,1.9979,2.34025,8.45467,15.2143,16.4819,16.1612,4.7488,15.5558
2021-10,33.8211,66.7985,162.696,104.931,46.3553,22.7782,39.7917,38.8024,6.34741,35.1407,57.7317,40.9869,44.9632,17.0564,17.0557,31.5653,32.019,23.7418,26.2702,22.5544,30.2518,1.13657,8.93866,8.60885,2.42565,27.729,5.77369,46.1205,57.9893,0.995632,11.5979,40.8999,12.5202,24.9346,166.914,65.3194,113.114,75.7687,104.715,38.1914,88.5524,37.6577,27.2595,22.3816,23.9885,26.9524,17.6382,118.764,34.874,27.3645,26.9948,19.5786,25.7039,12.6695,30.6478,10.0006,5.10591,6.63337,5.45081,11.3891,56.8111,57.089,19.4059,9.49224,19.3029,6.66385,4.1169,164.955,46.3404,113.113,28.1754,18.3075,3.34414,4.15044,25.4731,6.64942,10.7299,8.9112,8.57849,14.2455,2.10025,23.5264,6.02281,75.1194,45.0254,31.8838,42.5908,55.4731,31.4025,28.2091,8.32689,9.10967,9.4644,22.506,5.05873,9.20764,35.3867,6.68381,4.03926,52.8293,15.9481,98.5194,22.2259,10.1452,91.1437,5.89792,14.3059,5.14976,37.7507,4.21661,74.3036,3.53086,23.9183,13.689,26.1495,30.5611,8.55939,33.2017,14.264,1.65276,67.3313,97.7933,28.9774,28.9515,6.65207,4.49105,2.04029,9.46501,2.10065,8.00156,13.412,64.8388,68.4161,26.33,0.737298,66.8255,7707.74,137.875,78.0202,6.55646,29.1073,186.638,2536.9,136.416,10.2918,9.13846,5.38451,1.8189,2.41086,8.86138,14.4139,14.0682,13.6712,4.21539,13.6541
2021-11,30.2943,64.1767,156.099,100.018,44.763,21.3093,37.0142,36.1237,6.05939,34.1849,55.1188,40.9787,44.2137,17.12,17.0264,29.1839,29.1567,22.5827,24.2556,22.4608,25.1433,0.909208,6.96773,8.80137,2.39298,25.18,5.19378,41.9785,48.859,1.03488,11.745,40.8084,12.0903,23.9641,151.006,61.1428,112.251,70.9851,104.206,39.8822,82.9157,33.1373,26.6708,21.7352,21.096,22.4962,16.3867,120.172,30.983,23.5258,25.1799,18.8148,23.7787,12.5574,28.1834,9.13865,4.82166,6.88368,4.84341,10.4782,57.4965,53.7004,20.2026,11.5426,21.7655,6.59772,4.82107,158.012,47.8276,113.708,28.0634,21.0315,3.71223,3.93062,23.4957,6.58763,10.7763,8.50048,7.62663,14.5031,1.87879,22.0434,5.69913,73.5257,43.4137,32.9561,41.6634,54.7161,29.8048,25.3671,8.04786,8.20898,9.56341,19.5041,5.91347,8.31684,34.3454,6.53763,3.86961,53.2346,15.8941,90.0546,21.108,9.81005,84.4911,5.45491,12.4715,4.6104,29.9446,3.65774,66.9133,3.31912,23.4278,11.4109,23.3786,24.2652,7.47261,31.7446,13.2469,1.67161,65.2454,91.4403,27.5788,27.8249,5.6224,4.70937,1.91018,10.4639,1.79004,8.11258,13.6378,54.4631,66.6639,20.8333,0.728761,61.2746,6852.72,135.489,68.854,5.80389,24.4479,188.941,2576.33,131.455,7.77183,7.06055,4.58258,1.52502,1.95498,8.01582,11.605,14.216,12.3262,3.57628,12.3089
2021-12,31.8591,69.7382,165.494,107.896,47.2979,21.6362,37.7991,37.287,6.08035,36.0025,58.3035,41.0568,43.2706,17.0479,17.0311,30.2338,30.5458,23.3449,25.0197,23.6467,24.3367,0.936124,7.07587,9.01949,2.52317,26.1714,5.33061,46.1213,50.7049,1.15441,11.9288,42.6728,13.5272,25.4472,149.216,62.3306,116.349,73.0384,104.977,42.4349,86.3626,32.3109,27.7447,24.3229,20.9596,20.4437,16.4682,115.929,32.2558,24.8921,25.8771,19.3913,24.4335,12.8309,27.0999,9.42102,4.7896,6.25276,5.3322,13.0102,65.3683,57.1265,20.1513,11.1521,21.7403,6.42275,4.63706,158.797,49.0052,119.23,27.353,20.4247,3.74877,3.95055,21.6621,6.35632,11.0837,8.01158,7.60675,14.4124,2.10205,21.6085,6.04782,78.8212,47.7387,35.4511,46.7446,57.5417,31.9802,28.0986,8.52154,8.13057,9.69849,18.1377,5.24395,8.49676,38.5216,6.64773,4.16838,67.9562,19.8337,94.5177,21.4506,11.0845,88.1431,5.83764,12.5332,4.83394,35.2093,4.23128,69.5304,4.05123,24.8831,11.5016,27.8838,25.0285,9.20474,38.7608,13.4526,2.08552,70.6708,98.3102,25.8693,25.6688,5.2339,4.01226,1.64083,9.13836,1.46118,7.64105,13.0911,54.5011,59.7766,23.7164,0.71852,63.4894,7294.51,142.419,69.2774,6.99191,26.0737,205.322,2637.05,142.957,8.16917,7.03875,4.27221,1.31205,2.21454,8.50537,11.2294,16.1529,12.759,3.52799,12.834
2022-01,33.7455,69.4982,151.571,98.8923,45.1109,24.7011,43.3746,42.1144,7.15804,35.5893,58.1377,38.1309,38.8427,15.6366,15.6568,32.0411,32.2796,24.7702,26.8211,23.9264,26.6728,1.13053,7.23297,9.86669,2.41023,29.9781,6.07955,51.4411,45.4156,1.14976,12.1323,43.5265,13.2401,22.1433,121.878,76.7303,129.123,88.9257,121.775,48.3093,108.269,41.6349,34.1114,23.5006,23.1957,21.8876,17.6135,126.841,41.7269,33.1788,29.2661,23.2357,27.7727,15.1511,30.6336,12.0824,4.60462,6.56148,6.34187,16.0314,63.9344,50.9358,20.1409,10.6666,19.0926,5.9197,4.01658,150.64,45.6418,114.516,23.54,18.8583,2.87422,3.60856,21.9131,5.89287,10.3028,6.75821,6.65242,9.93155,1.64664,21.182,6.08301,82.262,50.3115,33.1953,41.4825,59.0774,34.1375,28.7883,8.41305,8.63218,10.1371,14.7355,5.03596,8.88681,39.1409,6.55383,3.51815,64.1429,18.2192,96.2741,20.7728,11.9015,108.865,5.89553,14.8569,3.84493,32.001,4.23992,61.6742,4.49338,25.7109,12.2324,28.1781,23.7596,9.73454,32.3048,12.9773,2.2048,77.7642,103.233,22.854,22.7795,4.86955,3.09988,1.43711,7.32808,1.40148,5.98427,13.1251,50.2423,51.6053,23.1561,0.772274,61.6729,7250.8,137.318,69.6297,6.63792,20.3571,207.397,2488.86,129.985,7.3301,7.16101,3.98351,1.19332,2.01149,7.57504,10.9008,15.7142,12.3046,3.70217,12.0572
2022-02,33.9156,74.7711,142.641,97.8646,45.614,25.575,45.2182,43.979,7.58806,40.4398,60.7656,43.853,43.8584,17.5064,17.7601,33.8593,33.3988,25.9782,28.3232,27.067,24.1264,0.962274,6.52277,10.2988,2.4973,30.9845,5.7093,46.3949,39.9128,1.21476,12.6883,48.0882,13.0442,17.2335,149.209,79.3685,141.772,94.8001,132.093,56.373,110.6,47.8952,36.2658,25.5063,26.9873,25.8584,19.2313,149.711,41.6584,35.8626,31.2651,25.2231,29.3792,16.1882,33.5013,12.6041,4.90648,7.17899,6.79381,19.0405,68.5655,53.3376,23.6278,13.9804,23.6651,5.44245,4.71197,166.011,49.1212,135.505,25.4368,22.4183,3.42491,3.98091,25.9811,5.37367,12.7727,8.26129,7.32532,11.2937,1.82627,23.9058,6.94326,90.8402,58.9131,35.2577,51.8532,64.5432,39.3379,33.8773,9.43555,9.88177,11.9031,16.7381,6.06225,8.4452,43.4702,6.84166,3.27478,84.4434,27.7994,96.1499,22.868,14.3654,140.247,5.44324,18.7787,2.65701,33.6256,4.48344,77.6939,4.85698,30.479,19.4621,33.5716,33.2915,9.56569,32.4427,12.7524,2.1878,81.0332,108.753,28.6499,28.4835,6.23781,4.69601,1.75365,9.61564,1.74188,6.51274,14.3944,59.754,53.2803,23.5489,0.840364,70.3651,6659.26,134.009,65.6537,8.14409,26.3165,211.874,2476.07,130.199,10.6596,9.06915,5.10644,1.84626,2.61775,8.65507,14.4669,21.0614,15.1083,4.70744,12.7099
